direction,alpha,coherent,probe_layer,position,target,acc_unsteered,acc_steered,d_acc,margin_shift_sd,margin_sd_ratio,dcontrast
intent_probe,0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0041
intent_probe,0.1,True,23,downstream,intent,0.8993,0.5067,-0.3926,2.4638,1.0425,-0.0041
intent_probe,0.1,True,23,downstream,outcome,0.9799,0.9799,0.0,-0.1115,1.0038,-0.0041
intent_probe,0.1,True,28,final layer,intent,0.8658,0.5235,-0.3423,1.8746,1.045,-0.0041
intent_probe,0.1,True,28,final layer,outcome,0.9799,0.9631,-0.0168,-0.1203,1.0148,-0.0041
intent_probe,0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0048
intent_probe,0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0048
intent_probe,0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0048
intent_probe,0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0048
intent_probe,0.15,True,23,downstream,intent,0.8993,0.5,-0.3993,3.705,1.0656,-0.0048
intent_probe,0.15,True,23,downstream,outcome,0.9799,0.9765,-0.0034,-0.1759,0.9936,-0.0048
intent_probe,0.15,True,28,final layer,intent,0.8658,0.5,-0.3658,2.8278,1.0541,-0.0048
intent_probe,0.15,True,28,final layer,outcome,0.9799,0.9664,-0.0134,-0.1943,1.0117,-0.0048
intent_probe,0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.004
intent_probe,0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.004
intent_probe,0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.004
intent_probe,0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.004
intent_probe,0.2,True,23,downstream,intent,0.8993,0.5,-0.3993,4.9254,1.0879,-0.004
intent_probe,0.2,True,23,downstream,outcome,0.9799,0.9664,-0.0134,-0.2482,0.9744,-0.004
intent_probe,0.2,True,28,final layer,intent,0.8658,0.5,-0.3658,3.7531,1.0498,-0.004
intent_probe,0.2,True,28,final layer,outcome,0.9799,0.9463,-0.0336,-0.2746,0.9999,-0.004
intent_probe,0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0056
intent_probe,0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0056
intent_probe,0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0056
intent_probe,0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0056
intent_probe,0.3,True,23,downstream,intent,0.8993,0.5,-0.3993,7.205,1.1314,0.0056
intent_probe,0.3,True,23,downstream,outcome,0.9799,0.9195,-0.0604,-0.4211,0.9095,0.0056
intent_probe,0.3,True,28,final layer,intent,0.8658,0.5,-0.3658,5.3571,1.0069,0.0056
intent_probe,0.3,True,28,final layer,outcome,0.9799,0.8859,-0.094,-0.4357,0.9487,0.0056
outcome_probe,-0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.2017
outcome_probe,-0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.2017
outcome_probe,-0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.2017
outcome_probe,-0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.2017
outcome_probe,-0.3,True,23,downstream,intent,0.8993,0.8121,-0.0872,-0.0234,1.0268,0.2017
outcome_probe,-0.3,True,23,downstream,outcome,0.9799,0.4832,-0.4966,-3.1878,0.4984,0.2017
outcome_probe,-0.3,True,28,final layer,intent,0.8658,0.6443,-0.2215,-0.9141,1.0806,0.2017
outcome_probe,-0.3,True,28,final layer,outcome,0.9799,0.4832,-0.4966,-2.9065,0.4618,0.2017
outcome_probe,-0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1469
outcome_probe,-0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1469
outcome_probe,-0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1469
outcome_probe,-0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1469
outcome_probe,-0.2,True,23,downstream,intent,0.8993,0.8188,-0.0805,0.0911,1.0647,0.1469
outcome_probe,-0.2,True,23,downstream,outcome,0.9799,0.4832,-0.4966,-2.3169,0.6825,0.1469
outcome_probe,-0.2,True,28,final layer,intent,0.8658,0.755,-0.1107,-0.271,1.0782,0.1469
outcome_probe,-0.2,True,28,final layer,outcome,0.9799,0.4933,-0.4866,-2.1691,0.6803,0.1469
outcome_probe,-0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0987
outcome_probe,-0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0987
outcome_probe,-0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0987
outcome_probe,-0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0987
outcome_probe,-0.15,True,23,downstream,intent,0.8993,0.8423,-0.057,0.1237,1.067,0.0987
outcome_probe,-0.15,True,23,downstream,outcome,0.9799,0.4933,-0.4866,-1.7938,0.7916,0.0987
outcome_probe,-0.15,True,28,final layer,intent,0.8658,0.7852,-0.0805,-0.0602,1.0611,0.0987
outcome_probe,-0.15,True,28,final layer,outcome,0.9799,0.5067,-0.4732,-1.6849,0.8018,0.0987
outcome_probe,-0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.04
outcome_probe,-0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.04
outcome_probe,-0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.04
outcome_probe,-0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.04
outcome_probe,-0.1,True,23,downstream,intent,0.8993,0.8591,-0.0403,0.123,1.0552,0.04
outcome_probe,-0.1,True,23,downstream,outcome,0.9799,0.5436,-0.4362,-1.2233,0.8892,0.04
outcome_probe,-0.1,True,28,final layer,intent,0.8658,0.8322,-0.0336,0.054,1.039,0.04
outcome_probe,-0.1,True,28,final layer,outcome,0.9799,0.557,-0.4228,-1.1458,0.9034,0.04
outcome_probe,-0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0021
outcome_probe,-0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0021
outcome_probe,-0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0021
outcome_probe,-0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0021
outcome_probe,-0.05,True,23,downstream,intent,0.8993,0.896,-0.0034,0.0825,1.0311,0.0021
outcome_probe,-0.05,True,23,downstream,outcome,0.9799,0.8523,-0.1275,-0.62,0.9616,0.0021
outcome_probe,-0.05,True,28,final layer,intent,0.8658,0.8624,-0.0034,0.0714,1.0179,0.0021
outcome_probe,-0.05,True,28,final layer,outcome,0.9799,0.8322,-0.1477,-0.5761,0.9722,0.0021
outcome_probe,-0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0021
outcome_probe,-0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0021
outcome_probe,-0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0021
outcome_probe,-0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0021
outcome_probe,-0.025,True,23,downstream,intent,0.8993,0.9094,0.0101,0.0458,1.0164,-0.0021
outcome_probe,-0.025,True,23,downstream,outcome,0.9799,0.9631,-0.0168,-0.3109,0.9855,-0.0021
outcome_probe,-0.025,True,28,final layer,intent,0.8658,0.8557,-0.0101,0.0446,1.009,-0.0021
outcome_probe,-0.025,True,28,final layer,outcome,0.9799,0.9463,-0.0336,-0.2868,0.9916,-0.0021
outcome_probe,0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0066
outcome_probe,0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0066
outcome_probe,0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0066
outcome_probe,0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0066
outcome_probe,0.025,True,23,downstream,intent,0.8993,0.8859,-0.0134,-0.0547,0.9833,0.0066
outcome_probe,0.025,True,23,downstream,outcome,0.9799,0.9698,-0.0101,0.3105,1.0048,0.0066
outcome_probe,0.025,True,28,final layer,intent,0.8658,0.849,-0.0168,-0.0609,0.9926,0.0066
outcome_probe,0.025,True,28,final layer,outcome,0.9799,0.9597,-0.0201,0.2828,0.998,0.0066
outcome_probe,0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0186
outcome_probe,0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0186
outcome_probe,0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0186
outcome_probe,0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0186
outcome_probe,0.05,True,23,downstream,intent,0.8993,0.8691,-0.0302,-0.1174,0.9668,0.0186
outcome_probe,0.05,True,23,downstream,outcome,0.9799,0.8826,-0.0973,0.6189,1.0004,0.0186
outcome_probe,0.05,True,28,final layer,intent,0.8658,0.8423,-0.0235,-0.1366,0.9846,0.0186
outcome_probe,0.05,True,28,final layer,outcome,0.9799,0.8725,-0.1074,0.5597,0.986,0.0186
outcome_probe,0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0577
outcome_probe,0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0577
outcome_probe,0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0577
outcome_probe,0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0577
outcome_probe,0.1,True,23,downstream,intent,0.8993,0.8289,-0.0705,-0.2558,0.9362,0.0577
outcome_probe,0.1,True,23,downstream,outcome,0.9799,0.6644,-0.3154,1.2199,0.9635,0.0577
outcome_probe,0.1,True,28,final layer,intent,0.8658,0.7819,-0.0839,-0.3099,0.9688,0.0577
outcome_probe,0.1,True,28,final layer,outcome,0.9799,0.6846,-0.2953,1.0859,0.9346,0.0577
outcome_probe,0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1025
outcome_probe,0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1025
outcome_probe,0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1025
outcome_probe,0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1025
outcome_probe,0.15,True,23,downstream,intent,0.8993,0.7886,-0.1107,-0.3977,0.9139,0.1025
outcome_probe,0.15,True,23,downstream,outcome,0.9799,0.5235,-0.4564,1.7883,0.8949,0.1025
outcome_probe,0.15,True,28,final layer,intent,0.8658,0.7282,-0.1376,-0.4896,0.9521,0.1025
outcome_probe,0.15,True,28,final layer,outcome,0.9799,0.557,-0.4228,1.566,0.8546,0.1025
outcome_probe,0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1363
outcome_probe,0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1363
outcome_probe,0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1363
outcome_probe,0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1363
outcome_probe,0.2,True,23,downstream,intent,0.8993,0.745,-0.1544,-0.5235,0.904,0.1363
outcome_probe,0.2,True,23,downstream,outcome,0.9799,0.5168,-0.4631,2.3098,0.804,0.1363
outcome_probe,0.2,True,28,final layer,intent,0.8658,0.6879,-0.1779,-0.6511,0.9374,0.1363
outcome_probe,0.2,True,28,final layer,outcome,0.9799,0.5201,-0.4597,1.9932,0.7564,0.1363
outcome_probe,0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.1714
outcome_probe,0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.1714
outcome_probe,0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.1714
outcome_probe,0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.1714
outcome_probe,0.3,True,23,downstream,intent,0.8993,0.6846,-0.2148,-0.6684,0.919,0.1714
outcome_probe,0.3,True,23,downstream,outcome,0.9799,0.5168,-0.4631,3.1673,0.5999,0.1714
outcome_probe,0.3,True,28,final layer,intent,0.8658,0.6141,-0.2517,-0.857,0.9265,0.1714
outcome_probe,0.3,True,28,final layer,outcome,0.9799,0.5168,-0.4631,2.6711,0.5518,0.1714
random0,-0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0089
random0,-0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0089
random0,-0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0089
random0,-0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0089
random0,-0.3,True,23,downstream,intent,0.8993,0.7886,-0.1107,0.2475,0.9055,-0.0089
random0,-0.3,True,23,downstream,outcome,0.9799,0.9799,0.0,0.1209,0.9396,-0.0089
random0,-0.3,True,28,final layer,intent,0.8658,0.7517,-0.1141,-0.4021,0.8709,-0.0089
random0,-0.3,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.1462,0.9255,-0.0089
random0,-0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0086
random0,-0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0086
random0,-0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0086
random0,-0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0086
random0,-0.2,True,23,downstream,intent,0.8993,0.8456,-0.0537,0.205,0.9332,-0.0086
random0,-0.2,True,23,downstream,outcome,0.9799,0.9765,-0.0034,0.1127,0.9809,-0.0086
random0,-0.2,True,28,final layer,intent,0.8658,0.7953,-0.0705,-0.2222,0.9323,-0.0086
random0,-0.2,True,28,final layer,outcome,0.9799,0.9799,0.0,0.1339,0.9685,-0.0086
random0,-0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0071
random0,-0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0071
random0,-0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0071
random0,-0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0071
random0,-0.15,True,23,downstream,intent,0.8993,0.8557,-0.0436,0.1639,0.9489,-0.0071
random0,-0.15,True,23,downstream,outcome,0.9799,0.9765,-0.0034,0.0949,0.9932,-0.0071
random0,-0.15,True,28,final layer,intent,0.8658,0.8255,-0.0403,-0.1573,0.9558,-0.0071
random0,-0.15,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.1139,0.9833,-0.0071
random0,-0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0049
random0,-0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0049
random0,-0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0049
random0,-0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0049
random0,-0.1,True,23,downstream,intent,0.8993,0.8691,-0.0302,0.1124,0.966,-0.0049
random0,-0.1,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0696,1.0004,-0.0049
random0,-0.1,True,28,final layer,intent,0.8658,0.849,-0.0168,-0.1014,0.9758,-0.0049
random0,-0.1,True,28,final layer,outcome,0.9799,0.9732,-0.0067,0.085,0.9935,-0.0049
random0,-0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0025
random0,-0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0025
random0,-0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0025
random0,-0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0025
random0,-0.05,True,23,downstream,intent,0.8993,0.896,-0.0034,0.0566,0.9832,-0.0025
random0,-0.05,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0378,1.0024,-0.0025
random0,-0.05,True,28,final layer,intent,0.8658,0.8691,0.0034,-0.0512,0.9907,-0.0025
random0,-0.05,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0472,0.9994,-0.0025
random0,-0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,-0.0012
random0,-0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,-0.0012
random0,-0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,-0.0012
random0,-0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,-0.0012
random0,-0.025,True,23,downstream,intent,0.8993,0.9027,0.0034,0.0287,0.9917,-0.0012
random0,-0.025,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0195,1.0018,-0.0012
random0,-0.025,True,28,final layer,intent,0.8658,0.8658,0.0,-0.0247,0.996,-0.0012
random0,-0.025,True,28,final layer,outcome,0.9799,0.9799,0.0,0.0246,1.0004,-0.0012
random0,0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0014
random0,0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0014
random0,0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0014
random0,0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0014
random0,0.025,True,23,downstream,intent,0.8993,0.9027,0.0034,-0.0277,1.0079,0.0014
random0,0.025,True,23,downstream,outcome,0.9799,0.9832,0.0034,-0.021,0.9971,0.0014
random0,0.025,True,28,final layer,intent,0.8658,0.8557,-0.0101,0.0256,1.0036,0.0014
random0,0.025,True,28,final layer,outcome,0.9799,0.9799,0.0,-0.0269,0.9986,0.0014
random0,0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0027
random0,0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0027
random0,0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0027
random0,0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0027
random0,0.05,True,23,downstream,intent,0.8993,0.8993,0.0,-0.0538,1.0154,0.0027
random0,0.05,True,23,downstream,outcome,0.9799,0.9832,0.0034,-0.043,0.9934,0.0027
random0,0.05,True,28,final layer,intent,0.8658,0.8691,0.0034,0.0539,1.0059,0.0027
random0,0.05,True,28,final layer,outcome,0.9799,0.9799,0.0,-0.0562,0.9957,0.0027
random0,0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0051
random0,0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0051
random0,0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0051
random0,0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0051
random0,0.1,True,23,downstream,intent,0.8993,0.8859,-0.0134,-0.1023,1.0278,0.0051
random0,0.1,True,23,downstream,outcome,0.9799,0.9765,-0.0034,-0.0902,0.9829,0.0051
random0,0.1,True,28,final layer,intent,0.8658,0.8691,0.0034,0.1105,1.0065,0.0051
random0,0.1,True,28,final layer,outcome,0.9799,0.9732,-0.0067,-0.1203,0.9866,0.0051
random0,0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0082
random0,0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0082
random0,0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0082
random0,0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0082
random0,0.15,True,23,downstream,intent,0.8993,0.8859,-0.0134,-0.1453,1.0374,0.0082
random0,0.15,True,23,downstream,outcome,0.9799,0.9765,-0.0034,-0.1414,0.9693,0.0082
random0,0.15,True,28,final layer,intent,0.8658,0.8557,-0.0101,0.1672,1.0039,0.0082
random0,0.15,True,28,final layer,outcome,0.9799,0.9564,-0.0235,-0.1917,0.9719,0.0082
random0,0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0109
random0,0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0109
random0,0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0109
random0,0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0109
random0,0.2,True,23,downstream,intent,0.8993,0.8591,-0.0403,-0.1808,1.0424,0.0109
random0,0.2,True,23,downstream,outcome,0.9799,0.9799,0.0,-0.1955,0.9528,0.0109
random0,0.2,True,28,final layer,intent,0.8658,0.8221,-0.0436,0.2216,0.9955,0.0109
random0,0.2,True,28,final layer,outcome,0.9799,0.9564,-0.0235,-0.2681,0.9527,0.0109
random0,0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0207
random0,0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0207
random0,0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0207
random0,0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0207
random0,0.3,True,23,downstream,intent,0.8993,0.8322,-0.0671,-0.2357,1.0377,0.0207
random0,0.3,True,23,downstream,outcome,0.9799,0.9698,-0.0101,-0.3085,0.9112,0.0207
random0,0.3,True,28,final layer,intent,0.8658,0.7886,-0.0772,0.3048,0.9705,0.0207
random0,0.3,True,28,final layer,outcome,0.9799,0.8993,-0.0805,-0.4226,0.8994,0.0207
random1,-0.3,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0534
random1,-0.3,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0534
random1,-0.3,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0534
random1,-0.3,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0534
random1,-0.3,True,23,downstream,intent,0.8993,0.8154,-0.0839,-0.3753,0.9137,0.0534
random1,-0.3,True,23,downstream,outcome,0.9799,0.9765,-0.0034,0.0851,0.8653,0.0534
random1,-0.3,True,28,final layer,intent,0.8658,0.8456,-0.0201,-0.1709,0.9054,0.0534
random1,-0.3,True,28,final layer,outcome,0.9799,0.9799,0.0,0.1657,0.8526,0.0534
random1,-0.2,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0315
random1,-0.2,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0315
random1,-0.2,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0315
random1,-0.2,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0315
random1,-0.2,True,23,downstream,intent,0.8993,0.8188,-0.0805,-0.351,0.9432,0.0315
random1,-0.2,True,23,downstream,outcome,0.9799,0.9832,0.0034,0.0673,0.9245,0.0315
random1,-0.2,True,28,final layer,intent,0.8658,0.8523,-0.0134,-0.15,0.9459,0.0315
random1,-0.2,True,28,final layer,outcome,0.9799,0.9799,0.0,0.1348,0.9148,0.0315
random1,-0.15,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0223
random1,-0.15,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0223
random1,-0.15,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0223
random1,-0.15,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0223
random1,-0.15,True,23,downstream,intent,0.8993,0.8389,-0.0604,-0.3055,0.9571,0.0223
random1,-0.15,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0549,0.9494,0.0223
random1,-0.15,True,28,final layer,intent,0.8658,0.8557,-0.0101,-0.1346,0.9604,0.0223
random1,-0.15,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.1115,0.9417,0.0223
random1,-0.1,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0141
random1,-0.1,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0141
random1,-0.1,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0141
random1,-0.1,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0141
random1,-0.1,True,23,downstream,intent,0.8993,0.8557,-0.0436,-0.231,0.9713,0.0141
random1,-0.1,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0398,0.9704,0.0141
random1,-0.1,True,28,final layer,intent,0.8658,0.8624,-0.0034,-0.107,0.9731,0.0141
random1,-0.1,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0811,0.9655,0.0141
random1,-0.05,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0072
random1,-0.05,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0072
random1,-0.05,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0072
random1,-0.05,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0072
random1,-0.05,True,23,downstream,intent,0.8993,0.8691,-0.0302,-0.1303,0.986,0.0072
random1,-0.05,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0216,0.9876,0.0072
random1,-0.05,True,28,final layer,intent,0.8658,0.8591,-0.0067,-0.0649,0.9862,0.0072
random1,-0.05,True,28,final layer,outcome,0.9799,0.9765,-0.0034,0.0443,0.9851,0.0072
random1,-0.025,True,15,upstream (cannot be affected),intent,0.6577,0.6577,0.0,0.0,1.0,0.0035
random1,-0.025,True,15,upstream (cannot be affected),outcome,0.9933,0.9933,0.0,0.0,1.0,0.0035
random1,-0.025,True,19,steering site,intent,0.8691,0.8691,0.0,0.0,1.0,0.0035
random1,-0.025,True,19,steering site,outcome,0.9866,0.9866,0.0,0.0,1.0,0.0035
random1,-0.025,True,23,downstream,intent,0.8993,0.8859,-0.0134,-0.0683,0.9929,0.0035
random1,-0.025,True,23,downstream,outcome,0.9799,0.9799,0.0,0.0111,0.9944,0.0035
random1,-0.025,True,28,final layer,intent,0.8658,0.8557,-0.0101,-0.0343,0.9931,0.0035
random1,-0.025,True,28,final layer,outcome,0.9799,0.9799,0.0,0.0227,0.9935,0.0035
