model,story_id,scenario_group,condition,source,intent,outcome,rating_ev,rating_argmax,rating_norm,prose,n_words,mentions_belief,belief_hits,mentions_intent,intent_hits,mentions_outcome,outcome_hits,mentions_either
OLMo-2-1124-7B-Instruct,YS2008-TRACKS-attempted,TRACKS,attempted,YS2008,1,0,2.0,1,0.5,"Tyler's action was completely permissible because he followed the belief that the night team did not adequately secure all corners with extra spikes in the first segment, thereby potentially endangering passenger trains. By skipping the segment, he acted on the precautionary principle to ensure safety until the segment could be properly inspected and secured.",54,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-TRACKS-intentional,TRACKS,intentional,YS2008,1,1,2.2851,2,0.6425,"Tyler's rating is 2 because skipping the first segment based on incomplete work logs, without verifying the actual safety status of the track or consulting with relevant experts, could be seen as a breach of duty to ensure passenger safety, making it impermissible but not entirely so, considering the reliance on incomplete information.",53,1,\bconsider(?:ed|ing)\b;\bverif(?:y|ied|ying)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HARNESS-neutral,HARNESS,neutral,YS2008,0,0,1.0904,1,0.0452,"1 (completely permissible): Stacey's action of strapping her friend into a new, high-quality harness from a reputable sports store was completely permissible as she trusted the product's safety based on the store's reputation and the harness's condition, and her friend successfully climbed the cliff without any issues, indicating the harness performed as expected.",53,1,\bexpect(?:ed|ing|ation)\b;\btrust(?:ed|ing|s)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HARNESS-accidental,HARNESS,accidental,YS2008,0,1,2.7966,3,0.8983,"My rating of 3 indicates that Stacey's action was completely impermissible due to her negligence in ensuring the safety of her friend by using a flawed harness, which ultimately led to her friend's death.",34,0,,1,\bnegligen(?:t|ce)\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-HARNESS-attempted,HARNESS,attempted,YS2008,1,0,1.4675,1,0.2338,"1 (completely permissible): Stacey's action was permissible because her friend safely scaled the cliff using the harness, indicating it was functional and safe despite the lack of an audible click. The harness met the necessary safety standards for the activity, and Stacey's decision to use it was justified by the successful outcome.",52,0,,0,,1,\boutcome[s]?\b,0
OLMo-2-1124-7B-Instruct,YS2008-HARNESS-intentional,HARNESS,intentional,YS2008,1,1,2.7888,3,0.8944,"My rating of 3 indicates that Stacey's actions were completely impermissible due to her negligence in recognizing the flawed harness and failing to ensure her friend's safety, ultimately leading to her friend's death.",33,1,\brecogni[sz](?:e[sd]?|ing)\b,1,\bnegligen(?:t|ce)\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-IGLOO-neutral,IGLOO,neutral,YS2008,0,0,1.0803,1,0.0401,"Sarah's action was completely permissible because she has built similar igloos before, ensuring they are sturdy and safe, and she explicitly told her friend it was fine to play inside, showing trust in the igloo's structural integrity.",37,1,\btrust(?:ed|ing|s)?\b,0,,1,\bfine\b,1
OLMo-2-1124-7B-Instruct,YS2008-IGLOO-accidental,IGLOO,accidental,YS2008,0,1,2.5787,3,0.7893,"Sarah's action was rated 3 (completely impermissible) because she knowingly built an unstable igloo that could cave in, despite understanding its instability, and encouraged her friend to enter it, leading to an accident. Her disregard for safety and misinformation about the igloo's stability make her action highly impermissible.",48,1,\bdisregard(?:ed|ing|s)?\b,1,\baccident(?:al(?:ly)?|s)?\b;\bknowingly\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-IGLOO-attempted,IGLOO,attempted,YS2008,1,0,1.9671,2,0.4836,"Sarah's rating is a 2 because while she had good intentions by warning her friend about the potential danger, she still allowed her friend to play inside the igloo, which contradicts her concern for safety. This mixed message could lead to confusion and potential harm if the igloo were to cave in.",52,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-IGLOO-intentional,IGLOO,intentional,YS2008,1,1,2.2533,2,0.6267,"Sarah's rating is 2 because she had a legitimate concern about the safety of the igloo, which could cave in, and she warned her friend not to enter, indicating she understood the risk. However, her friend's action of jumping in despite the warning suggests a lack of heed to Sarah's advice, complicating the assessment of Sarah's responsibility.",57,1,\bassess(?:ed|ing|ment)?\b;\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HAM-neutral,HAM,neutral,YS2008,0,0,1.0414,1,0.0207,"1 (completely permissible): Noel's action of making a ham sandwich for her friend was completely permissible because the ham was fresh and purchased just a day ago, indicating it was safe to eat, and her friend enjoyed the sandwich without any adverse effects.",43,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-HAM-accidental,HAM,accidental,YS2008,0,1,2.5594,3,0.7797,"My rating of 3 indicates that Noel's action was completely impermissible because she knowingly used spoiled ham that she knew was a week old and not fresh, disregarding her friend's health and safety, which led to her friend suffering from food poisoning.",42,1,\bdisregard(?:ed|ing|s)?\b;\bknew\b,1,\bknowingly\b,1,\bpoison(?:ed|ing)?\b;\bsuffer(?:ed|ing)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-HAM-attempted,HAM,attempted,YS2008,1,0,1.7374,1,0.3687,"1 (completely permissible): Noel's action was permissible because the ham was purchased just a day ago, indicating it was fresh and likely safe to eat, contradicting Noel's belief that it was old. Her friend enjoyed the sandwich without any adverse effects, suggesting it was safe.",45,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HAM-intentional,HAM,intentional,YS2008,1,1,2.3015,2,0.6507,"2 (Permissible): Noel's action was not completely impermissible because she believed the ham was spoiled and unsafe to eat based on its age and her knowledge of her mother's shopping habits. However, it was not completely permissible due to the potential risk she took by assuming the ham's spoilage without absolute certainty, which led to her friend getting food poisoning.",60,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b;\bknowledge\b,0,,1,\bpoison(?:ed|ing)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-POPCORN-neutral,POPCORN,neutral,YS2008,0,0,1.3776,1,0.1888,"1 (completely permissible): Matt's action of watching quietly while his cousin went to investigate the beeping smoke detector was permissible because the situation was not dangerous, and his cousin was capable of handling the situation on their own.",38,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-POPCORN-accidental,POPCORN,accidental,YS2008,0,1,2.0597,2,0.5298,"2 (Permissible): Matt's action was not entirely permissible due to his misunderstanding of the source of the beeping noise, which led him to believe it was a smoke detector from burnt popcorn rather than a carbon monoxide detector signaling a dangerous situation. His inaction while his cousin was in peril due to his incorrect assumption also contributed to the impermissibility of",61,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b;\bmisunderstanding\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-POPCORN-attempted,POPCORN,attempted,YS2008,1,0,1.5222,1,0.2611,"1 (completely permissible): Matt's decision to watch quietly while his cousin investigated the noise was the safest course of action given his mistaken belief that the noise was a carbon monoxide detector, which he thought could cause harm if turned off. His cousin handled the situation safely, confirming it was just a smoke alarm from burnt popcorn, and no harm was done.",62,1,\bbelie(?:f|ve[sd]?|ving)\b;\bmistaken\b;\bthought\b,0,,1,\bharm(?:ed|ful|s)?\b;\bno harm\b,1
OLMo-2-1124-7B-Instruct,YS2008-POPCORN-intentional,POPCORN,intentional,YS2008,1,1,1.6768,2,0.3384,"Matt's rating is 2 because he had a reasonable suspicion about the danger but did not actively intervene to prevent harm, which could be seen as a moral obligation to protect his cousin. However, he also did not mislead his cousin or act with malicious intent, which slightly mitigates the impermissibility of his inaction.",54,1,\bsuspicion\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b;\bmalicious(?:ly)?\b,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-VET-neutral,VET,neutral,YS2008,0,0,1.1196,1,0.0598,"1 (completely permissible): Zach's action was completely permissible because the cookies were clearly meant for sharing, as they were left out in the workers' lounge, and his friend willingly ate one and asked for a second, indicating consent.",38,0,,1,\bconsent(?:ed|ing)?\b;\bwilling(?:ly)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-VET-accidental,VET,accidental,YS2008,0,1,2.9183,3,0.9591,"Zach's action was completely impermissible because he knowingly invited his friend to eat a cookie that he knew was potentially dangerous, despite its appearance suggesting it was safe. The cookies were meant for sedating dogs and could have been poisonous to humans, making his decision to share them reckless and irresponsible.",51,1,\bknew\b,1,\bknowingly\b;\brecklessn?e?s?s?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-VET-attempted,VET,attempted,YS2008,1,0,1.6756,1,0.3378,"Zach's action was completely permissible because the cookies were clearly baked by a coworker for everyone to enjoy and were confirmed to be safe and delicious. His misunderstanding about the cookies' nature was unfounded, and he was ultimately providing his friend with a treat meant for communal consumption.",48,1,\bmisunderstanding\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-VET-intentional,VET,intentional,YS2008,1,1,2.9141,3,0.9571,"Zach's action was completely impermissible because he knowingly exposed his friend to a potentially lethal substance, disregarding the clear indication of the cookies' dangerous nature, and failing to ensure his friend's safety.",32,1,\bdisregard(?:ed|ing|s)?\b,1,\bknowingly\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-CHAIRLIFT-neutral,CHAIRLIFT,neutral,YS2008,0,0,1.0039,1,0.002,"Zoe's action was completely permissible because the chairlift was functioning normally and deemed safe by her, and she followed standard procedures by allowing a child to ride it without any issues.",31,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-CHAIRLIFT-accidental,CHAIRLIFT,accidental,YS2008,0,1,2.663,3,0.8315,"My rating of 3 indicates that Zoe's actions were completely impermissible due to her disregard for the known safety issue with the chairlift, which led to a tragic accident resulting in a child's death. Despite being aware of the problem, she proceeded with operating the lift, prioritizing her belief in its safety over the potential risks to passengers, especially small children",61,1,\baware(?:ness)?\b;\bbelie(?:f|ve[sd]?|ving)\b;\bdisregard(?:ed|ing|s)?\b,1,\baccident(?:al(?:ly)?|s)?\b,1,\bdeath\b,1
OLMo-2-1124-7B-Instruct,YS2008-CHAIRLIFT-attempted,CHAIRLIFT,attempted,YS2008,1,0,1.1183,1,0.0592,"Zoe's action was completely permissible because the chair lift was functioning normally and safely according to the current operation, and the child had a safe ride each time. Her belief about the chair lift's condition before lunch did not affect its actual safety during her afternoon shift.",47,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-CHAIRLIFT-intentional,CHAIRLIFT,intentional,YS2008,1,1,2.2247,2,0.6124,"My rating of 2 indicates that Zoe's actions were not completely permissible due to her awareness of the chair lift's known malfunctions and the potential danger it posed to children, yet she still started the lift with a child on board. While she may not have had direct control over the malfunction, her decision to proceed with the ride, despite knowing the lift's",63,1,\baware(?:ness)?\b;\bknow(?:s|ing)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY TOWN-neutral,SAFETY TOWN,neutral,YS2008,0,0,1.2441,1,0.122,"Sam's action was completely permissible because the boy, being accustomed to second-hand smoke from his parents' smoking habits, was not at risk due to his familiarity with smoky environments. Additionally, the purpose of the activity at Safety Town was to acclimate children to fire safety procedures in a controlled, simulated smoky environment, which the boy was well-suited to",58,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-SAFETY TOWN-accidental,SAFETY TOWN,accidental,YS2008,0,1,1.7609,1,0.3804,"1 (completely permissible): Sam's decision to let the boy enter the smoky environment at Safety Town was based on a false assumption that the boy, coming from a smoking household, would be familiar and unaffected by the smoke. However, asthma is a condition that can be triggered by smoke regardless of exposure, and Sam should have considered this risk despite the boy",62,1,\bassum(?:e[sd]?|ing|ption)\b;\bconsider(?:ed|ing)\b,0,,1,\bunaffected\b,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY TOWN-attempted,SAFETY TOWN,attempted,YS2008,1,0,1.3681,1,0.1841,"Sam's action was completely permissible because the boy's parents, who are the primary caregivers and most knowledgeable about his health, gave explicit consent for him to participate in the activity at Safety Town, including the smoky environment. Additionally, the boy himself showed no adverse reactions and enjoyed the experience, indicating that it was safe for him under the circumstances provided by Safety Town",63,0,,1,\bconsent(?:ed|ing)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY TOWN-intentional,SAFETY TOWN,intentional,YS2008,1,1,1.4403,1,0.2201,"1 (completely permissible): Sam's action was completely permissible because he acted on the information provided by the boy's parents about his asthma and the potential danger of smoke, prioritizing the child's safety over the activity planned at Safety Town.",39,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-MALARIA POND-neutral,MALARIA POND,neutral,YS2008,0,0,1.1621,1,0.0811,"Peter's action was completely permissible because he accurately assessed the safety of the pond based on its cleanliness and the behavior of other tourists, and he encouraged his friend to enjoy the experience without any known risks.",37,1,\bassess(?:ed|ing|ment)?\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-MALARIA POND-accidental,MALARIA POND,accidental,YS2008,0,1,2.2612,2,0.6306,"Peter's action was rated a 2 because he encouraged his friend to wade in a known unsafe pond, disregarding the risk of malaria despite the presence of mosquitoes and the fact that his friend was bitten. Encouraging someone to engage in a behavior that could lead to serious illness, especially when there are clear warning signs, is not fully permissible due to",62,1,\bdisregard(?:ed|ing|s)?\b,0,,1,\bill(?:ness)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MALARIA POND-attempted,MALARIA POND,attempted,YS2008,1,0,1.9046,2,0.4523,"Peter's rating is 2 because while he provided a valid concern about the presence of malarial mosquitoes around water in Africa, he ultimately encouraged his friend to wade in the pond despite this risk, which introduces a level of impermissibility due to the potential for harm. The pond's cleanliness and lack of disease-carrying organisms were established, but",57,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-MALARIA POND-intentional,MALARIA POND,intentional,YS2008,1,1,2.2515,2,0.6257,"Peter's action was rated a 2 because he encouraged his friend to wade in a known unsafe environment despite the risk of malaria from malarial mosquitoes, showing a lack of concern for his friend's health and safety.",37,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HUNT-neutral,HUNT,neutral,YS2008,0,0,2.1659,2,0.5829,"Mike's action was rated a 2 (permissible but not entirely so) because he did not actively prevent the shooting despite knowing the stag was already wounded and close to death, which raises ethical concerns about unnecessary suffering and the spirit of fair chase in hunting.",45,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b;\bknow(?:s|ing)?\b,0,,1,\bdeath\b;\bsuffer(?:ed|ing)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-HUNT-accidental,HUNT,accidental,YS2008,0,1,1.6895,1,0.3447,"1 (completely permissible): Mike's action was permissible because he believed the moving object was the stag they were hunting, and he did not actively encourage the shooting but rather did not intervene, which is a common reaction in high-stress, split-second situations where one might mistakenly assume a threat is present.",50,1,\bassum(?:e[sd]?|ing|ption)\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-HUNT-attempted,HUNT,attempted,YS2008,1,0,1.9745,2,0.4873,"Mike's rating is 2 because he did not actively prevent his friend from shooting, which could have potentially harmed an innocent person, but he also did not encourage the shooting, indicating a level of hesitation and concern for the safety of others.",42,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-HUNT-intentional,HUNT,intentional,YS2008,1,1,1.7444,2,0.3722,"Mike's rating is 2 because he did not actively prevent the shooting, which could be seen as passive complicity, but he also did not actively encourage it despite his belief that the target might be an innocent person. His inaction in stopping the shot, combined with his awareness of the potential harm, makes his behavior less than fully permissible.",59,1,\baware(?:ness)?\b;\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-SPINACH-neutral,SPINACH,neutral,YS2008,0,0,1.0405,1,0.0203,"1 (completely permissible): Will's action was completely permissible because the bagged spinach had been restocked after the E. coli recall was resolved, and the official information indicated it was 100% safe to eat. His grandmother cooked the spinach, which further ensured its safety.",43,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-SPINACH-accidental,SPINACH,accidental,YS2008,0,1,1.9358,2,0.4679,"Will's action was rated a 2 because he acted on official-looking information that suggested the bagged spinach was safe, despite the recent history of contamination issues and the possibility of incomplete inspections, putting his grandmother at risk.",37,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-SPINACH-attempted,SPINACH,attempted,YS2008,1,0,1.4101,1,0.205,"1 (completely permissible): Will's action was completely permissible because the bagged spinach had been restocked after the E. coli recall was resolved, and there were no recent reports of contamination in his town, making it safe to consume. His grandmother cooked the spinach, which further reduces any potential risk.",49,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-SPINACH-intentional,SPINACH,intentional,YS2008,1,1,1.975,2,0.4875,"Will's action was rated a 2 because he had a reasonable concern based on recent local events, but he should have exercised caution given the ongoing spinach recall and potential for contamination, even if some inspections were not thorough. His decision to buy the bagged spinach, despite his suspicions, indicates a lack of due diligence given the risk to his grandmother's health.",62,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-PEANUT ALLERGY-neutral,PEANUT ALLERGY,neutral,YS2008,0,0,1.0865,1,0.0433,"Susan's action was completely permissible because the student had outgrown the peanut allergy and was no longer affected by it, as confirmed by her brother and verified by the student's reaction to being around peanuts. Therefore, placing her in a classroom with no food allergies posed no risk.",48,1,\bverif(?:y|ied|ying)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-PEANUT ALLERGY-accidental,PEANUT ALLERGY,accidental,YS2008,0,1,2.0845,3,0.5422,"Susan's action was completely impermissible because she failed to verify the student's current allergy status despite being informed about the student's newly developed severe peanut allergy, which led to a potentially life-threatening situation.",33,1,\binform(?:ed|ing)\b;\bverif(?:y|ied|ying)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-PEANUT ALLERGY-attempted,PEANUT ALLERGY,attempted,YS2008,1,0,1.0212,1,0.0106,"Susan's action was completely permissible because the student had previously outgrown the peanut allergy and was confirmed by her brother to have no allergies, making it safe for her to be around peanuts and consume peanut products. The direct confirmation from the student's brother and the student's immediate and visible lack of reaction to a peanut butter sandwich in class further validate the accuracy of this",66,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-PEANUT ALLERGY-intentional,PEANUT ALLERGY,intentional,YS2008,1,1,1.7451,2,0.3726,"Susan's action was rated a 2 because she took reasonable steps by calling the student's home and speaking to the brother about potential allergies, but she made a critical error by placing the student in a classroom with someone eating peanuts without confirming the allergy with the student or taking immediate action to ensure the student's safety upon arrival. This oversight led to a severe reaction",66,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-ALARM-neutral,ALARM,neutral,YS2008,0,0,1.2992,1,0.1496,"Bill's action was completely permissible because the fire alarm was known to be faulty and would turn off by itself after a few minutes, causing no actual danger. Additionally, he had a scheduled lunch meeting and no immediate action was required on his part since the alarm would resolve itself.",50,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-ALARM-accidental,ALARM,accidental,YS2008,0,1,1.8903,2,0.4451,"Bill's action is rated a 2 because leaving the house while a fire alarm is sounding, potentially indicating a real fire risk, is not entirely permissible due to the immediate danger it poses to the property and any occupants who might still be inside. However, given Bill's belief in the alarm's faulty nature and the neighbors' mention of it turning off on its",63,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ALARM-attempted,ALARM,attempted,YS2008,1,0,1.4239,1,0.2119,"Bill's action was completely permissible because the fire alarm was known to be defective and turn off on its own, posing no immediate danger. Additionally, he left the house to meet a lunch appointment, which is a common and reasonable commitment.",41,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-ALARM-intentional,ALARM,intentional,YS2008,1,1,2.0281,2,0.5141,"Bill's action was rated a 2 because while it was understandable that he was late for a lunch meeting and left the house, the critical context is that he left the house despite a fire alarm indicating a potential danger. Although the alarm's purpose was to prevent fires, Bill's departure could have contributed to the escalation of the fire by not addressing the alarm's",64,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-SAFETY CORD-neutral,SAFETY CORD,neutral,YS2008,0,0,1.0256,1,0.0128,"Kristin's action was completely permissible because she sold a product she believed to be reliable based on her friend's recommendation and the product served its intended purpose satisfactorily for the customer. The customer was pleased with the purchase, indicating no harm or deception occurred.",44,1,\bbelie(?:f|ve[sd]?|ving)\b,1,\bintend(?:ed|s|ing)?\b,1,\bharm(?:ed|ful|s)?\b;\bno harm\b,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY CORD-accidental,SAFETY CORD,accidental,YS2008,0,1,2.0936,2,0.5468,"Kristin's action was rated a 2 because she sold a product she believed to be reliable, which turned out to be unsafe, leading to a customer's injury during rock-climbing. Her belief was based on a friend's opinion rather than thorough testing or official safety certifications, indicating a lapse in due diligence.",51,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,1,\binjur(?:e[sd]?|y|ies)\b,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY CORD-attempted,SAFETY CORD,attempted,YS2008,1,0,2.1722,2,0.5861,"Kristin's rating is a 2 because she sold a product she personally believed to be unreliable, potentially putting the customer's safety at risk, despite the customer's satisfaction. While the safety cord served the customer well, Kristin's personal belief in the product's unreliability raises ethical concerns about her decision to sell it.",51,1,\bbelie(?:f|ve[sd]?|ving)\b;\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SAFETY CORD-intentional,SAFETY CORD,intentional,YS2008,1,1,2.0501,2,0.5251,"Kristin's rating is 2 because she knowingly sold a product she believed to be unsafe, potentially endangering the customer's life, which is ethically and legally concerning.",26,1,\bbelie(?:f|ve[sd]?|ving)\b,1,\bknowingly\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ZOO-neutral,ZOO,neutral,YS2008,0,0,1.3551,1,0.1776,"Ryan's action was completely permissible because he correctly identified his nephew's stomach ache as a temporary issue from overeating junk food, chose a gentle and effective remedy by encouraging physical activity, and ensured his nephew's comfort by taking him to see different exhibits at the zoo.",46,1,\bidentif(?:y|ied|ying)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ZOO-accidental,ZOO,accidental,YS2008,0,1,1.8025,2,0.4013,"Ryan's rating is a 2 because while his initial decision to have his nephew walk it off might have been well-intentioned and aimed at alleviating discomfort, his lack of immediate concern for the potential seriousness of the stomach pain, given the nephew's recent operation and the doctors' warnings, shows a significant oversight. This could have delayed essential medical attention,",59,1,\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ZOO-attempted,ZOO,attempted,YS2008,1,0,1.6771,2,0.3385,"Ryan's rating is a 2 because while his concern for his nephew's well-being after the stomach pain was understandable, rushing to seek immediate medical attention based on a personal assumption rather than clear signs of a serious medical condition could be seen as an overreaction. However, the fact that the nephew's condition improved quickly after seeing the monkeys suggests that his initial concern",63,1,\bassum(?:e[sd]?|ing|ption)\b;\bconcern(?:s|ed)?\s+(?:about|for|over|regarding)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-ZOO-intentional,ZOO,intentional,YS2008,1,1,2.2423,2,0.6211,"Ryan's rating is a 2 because he acted promptly by recognizing the potential seriousness of his nephew's stomach pain, which could indicate complications from a recent operation. However, taking him to see the monkeys instead of seeking immediate medical attention was a lapse in judgment, given the nephew's worsening condition and the risk of severe internal bleeding, which ultimately led to a critical",63,1,\brecogni[sz](?:e[sd]?|ing)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BAR-neutral,BAR,neutral,YS2008,0,0,1.1609,1,0.0804,"Kevin's action is completely permissible because his sister is responsible and has made a conscious decision to stay sober, ensuring her own safety while driving home. His leaving without talking to her does not affect her ability to make responsible choices.",41,0,,0,,0,,0
OLMo-2-1124-7B-Instruct,YS2008-BAR-accidental,BAR,accidental,YS2008,0,1,1.7186,2,0.3593,"Kevin's rating is 2 because he had the responsibility to intervene and prevent his sister from driving under the influence, given her intoxicated state and the potential danger she posed to herself and others. Despite his belief in her responsibility, it was his duty as a concerned brother to ensure her safety.",52,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BAR-attempted,BAR,attempted,YS2008,1,0,1.4379,1,0.2189,"Kevin's action was completely permissible because his sister made a responsible choice by not drinking more than her first drink and ensuring she could drive safely home. His assumption about her level of intoxication was incorrect, as she proved by driving safely.",42,1,\bassum(?:e[sd]?|ing|ption)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-BAR-intentional,BAR,intentional,YS2008,1,1,1.5963,2,0.2982,"Kevin's rating is a 2 because while it's understandable that he didn't want to enable his sister's dangerous behavior by letting her drive, his decision not to intervene or at least try to stop her from driving could be seen as neglectful, especially given his knowledge of her condition and the potential risk to herself and others. His action, while not directly",62,1,\bknowledge\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SUSHI-neutral,SUSHI,neutral,YS2008,0,0,1.0803,1,0.0401,"Mitch's action was completely permissible because he simply shared his personal opinion about the restaurant's tuna, which is a common and acceptable practice when recommending a dish to colleagues. His recommendation was based on a friend's positive experience and his own belief in the quality of the tuna, which does not constitute any unethical behavior.",55,1,\bbelie(?:f|ve[sd]?|ving)\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SUSHI-accidental,SUSHI,accidental,YS2008,0,1,2.0204,2,0.5102,"Mitch's action was rated a 2 because he recommended the tuna based on hearsay without verifying the quality or safety of the fish, which led to a colleague contracting parasites. While he did not have malicious intent, his lack of due diligence in ensuring the food's safety before recommending it to others makes his action impermissible.",56,1,\bverif(?:y|ied|ying)\b,1,\bintent(?:ion(?:al(?:ly)?|s)?|ional)?\b;\bmalicious(?:ly)?\b,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SUSHI-attempted,SUSHI,attempted,YS2008,1,0,1.9662,2,0.4831,"Mitch's rating is a 2 because his recommendation was based on hearsay and personal suspicion rather than firsthand experience or concrete evidence of the tuna's freshness or potential for parasites. While it's commendable to be cautious about food safety, his action could be seen as overly cautious and potentially misleading, especially when his colleague enjoyed the tuna.",57,1,\bsuspicion\b,0,,0,,1
OLMo-2-1124-7B-Instruct,YS2008-SUSHI-intentional,SUSHI,intentional,YS2008,1,1,2.0207,2,0.5104,"Mitch's rating is a 2 because his recommendation was based on hearsay and personal suspicion rather than verified information, potentially leading to unnecessary fear and harm. While it's commendable to be cautious, he should have advised his colleagues to make informed decisions based on their own preferences and verified health concerns.",51,1,\binform(?:ed|ing)\b;\bsuspicion\b;\bverif(?:y|ied|ying)\b,0,,1,\bharm(?:ed|ful|s)?\b,1
OLMo-2-1124-7B-Instruct,YS2008-CAYO-neutral,CAYO,neutral,YS2008,0,0,2.0514,2,0.5257,"Haley's action was rated a 2 because while the monkeys do not pose a risk to humans, it is still irresponsible to disregard potential zoonotic risks to other wildlife, like birds, which could lead to broader ecological implications. Additionally, not wearing protective gear when handling animals, even if they don't directly threaten human health, is generally considered a best",59,1,\bconsider(?:ed|ing)\b;\bdisregard(?:ed|ing|s)?\b,0,,0,,1
