model,level,level_name,group,condition,mean
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:CPR,intentional,0.39285
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:MOTHER,neutral,0.0022
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:MOTHER,accidental,0.2135
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:MOTHER,attempted,0.3294
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:MOTHER,intentional,0.2533
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:SEATBELT,neutral,0.1076
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:SEATBELT,accidental,0.55355
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:SEATBELT,attempted,0.35950000000000004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:SEATBELT,intentional,0.53155
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:WET FLOOR,neutral,0.00075
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:WET FLOOR,accidental,0.4993
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:WET FLOOR,attempted,0.01635
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:WET FLOOR,intentional,0.5285
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:TEENAGERS,neutral,0.16355
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:TEENAGERS,accidental,0.4253
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:TEENAGERS,attempted,0.48235000000000006
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:TEENAGERS,intentional,0.48325
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:LAPTOP,neutral,0.01345
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:LAPTOP,accidental,0.4673
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:LAPTOP,attempted,0.2424
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:LAPTOP,intentional,0.56255
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Allergy,intentional,0.971
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Allergy,accidental,0.9088
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Poison,intentional,0.9914
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Poison,accidental,0.9349
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Sibling,intentional,0.6041
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Sibling,accidental,0.6642
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Parent,intentional,0.5579
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Parent,accidental,0.5809
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Dog,intentional,0.9627
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,human_verbatim:Dog,accidental,0.9333
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:COFFEE,neutral,0.0009
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:COFFEE,accidental,0.9938
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:COFFEE,attempted,0.0408
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:COFFEE,intentional,0.9966
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAB,neutral,0.0
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAB,accidental,0.4978
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAB,attempted,0.0034
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAB,intentional,0.3381
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:JELLYFISH,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:JELLYFISH,accidental,0.549
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:JELLYFISH,attempted,0.018
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:JELLYFISH,intentional,0.3358
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BRIDGE,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BRIDGE,accidental,0.982
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BRIDGE,attempted,0.0004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BRIDGE,intentional,0.7206
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POOL,neutral,0.0004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POOL,accidental,0.9252
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POOL,attempted,0.0123
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POOL,intentional,0.7068
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MUSHROOMS,neutral,0.0009
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MUSHROOMS,accidental,0.9792
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MUSHROOMS,attempted,0.0286
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MUSHROOMS,intentional,0.9868
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LATEX,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LATEX,accidental,0.9204
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LATEX,attempted,0.0014
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LATEX,intentional,0.9502
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTORBOAT,neutral,0.0155
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTORBOAT,accidental,0.9919
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTORBOAT,attempted,0.2689
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTORBOAT,intentional,0.9835
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ASTHMA,neutral,0.0045
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ASTHMA,accidental,0.7501
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ASTHMA,attempted,0.0643
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ASTHMA,intentional,0.7054
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VITAMIN,neutral,0.0006
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VITAMIN,accidental,0.6094
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VITAMIN,attempted,0.041
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VITAMIN,intentional,0.6156
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SESAME,neutral,0.0005
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SESAME,accidental,0.9963
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SESAME,attempted,0.008
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SESAME,intentional,0.9979
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BIKE,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BIKE,accidental,0.3846
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BIKE,attempted,0.0078
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BIKE,intentional,0.9603
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IRON,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IRON,accidental,0.886
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IRON,attempted,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IRON,intentional,0.8597
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MEATLOAF,neutral,0.0117
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MEATLOAF,accidental,0.9562
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MEATLOAF,attempted,0.0168
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MEATLOAF,intentional,0.9004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RIVER,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RIVER,accidental,0.8633
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RIVER,attempted,0.002
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RIVER,intentional,0.6726
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LOGAN AIRPORT,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LOGAN AIRPORT,accidental,0.7751
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LOGAN AIRPORT,attempted,0.0374
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LOGAN AIRPORT,intentional,0.4875
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TRACKS,neutral,0.0327
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TRACKS,accidental,0.9428
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TRACKS,attempted,0.0633
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TRACKS,intentional,0.8972
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HARNESS,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HARNESS,accidental,0.8146
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HARNESS,attempted,0.0011
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HARNESS,intentional,0.9408
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IGLOO,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IGLOO,accidental,0.6833
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IGLOO,attempted,0.1567
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:IGLOO,intentional,0.4233
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HAM,neutral,0.0006
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HAM,accidental,0.6252
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HAM,attempted,0.0013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HAM,intentional,0.6093
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POPCORN,neutral,0.0031
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POPCORN,accidental,0.9612
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POPCORN,attempted,0.0057
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:POPCORN,intentional,0.9673
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VET,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VET,accidental,0.9977
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VET,attempted,0.0084
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:VET,intentional,0.9982
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CHAIRLIFT,neutral,0.0
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CHAIRLIFT,accidental,0.9386
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CHAIRLIFT,attempted,0.0002
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CHAIRLIFT,intentional,0.8627
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY TOWN,neutral,0.0008
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY TOWN,accidental,0.9926
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY TOWN,attempted,0.0149
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY TOWN,intentional,0.9872
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MALARIA POND,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MALARIA POND,accidental,0.792
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MALARIA POND,attempted,0.0368
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MALARIA POND,intentional,0.6505
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HUNT,neutral,0.0897
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HUNT,accidental,0.9092
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HUNT,attempted,0.0836
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:HUNT,intentional,0.3574
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPINACH,neutral,0.0017
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPINACH,accidental,0.7866
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPINACH,attempted,0.0229
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPINACH,intentional,0.575
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PEANUT ALLERGY,neutral,0.0012
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PEANUT ALLERGY,accidental,0.968
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PEANUT ALLERGY,attempted,0.0013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PEANUT ALLERGY,intentional,0.9566
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ALARM,neutral,0.0054
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ALARM,accidental,0.6063
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ALARM,attempted,0.0136
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ALARM,intentional,0.1162
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY CORD,neutral,0.0002
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY CORD,accidental,0.6615
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY CORD,attempted,0.056
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SAFETY CORD,intentional,0.8239
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ZOO,neutral,0.0032
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ZOO,accidental,0.986
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ZOO,attempted,0.0072
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:ZOO,intentional,0.9586
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BAR,neutral,0.0007
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BAR,accidental,0.4173
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BAR,attempted,0.0004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BAR,intentional,0.7151
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SUSHI,neutral,0.00075
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SUSHI,accidental,0.4477
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SUSHI,attempted,0.0208
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SUSHI,intentional,0.5222
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CAYO,neutral,0.0354
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CAYO,accidental,0.8248
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CAYO,attempted,0.0316
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CAYO,intentional,0.7291
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FUMIGATION,neutral,0.0203
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FUMIGATION,accidental,0.949
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FUMIGATION,attempted,0.1694
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FUMIGATION,intentional,0.9623
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PORRIDGE,neutral,0.017
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PORRIDGE,accidental,0.9686
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PORRIDGE,attempted,0.0587
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PORRIDGE,intentional,0.953
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BOUNCY BALL,neutral,0.0001
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BOUNCY BALL,accidental,0.6642
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BOUNCY BALL,attempted,0.0222
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:BOUNCY BALL,intentional,0.9715
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PARACHUTES,neutral,0.0
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PARACHUTES,accidental,0.9939
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PARACHUTES,attempted,0.0018
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:PARACHUTES,intentional,0.9786
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RABIES,neutral,0.0005
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RABIES,accidental,0.9907
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RABIES,attempted,0.0013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:RABIES,intentional,0.9842
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FRAT,neutral,0.0017
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FRAT,accidental,0.3269
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FRAT,attempted,0.0041
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:FRAT,intentional,0.3667
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TREE HOUSE,neutral,0.0011
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TREE HOUSE,accidental,0.8215
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TREE HOUSE,attempted,0.0058
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TREE HOUSE,intentional,0.8235
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPRING BREAK,neutral,0.0004
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPRING BREAK,accidental,0.8013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPRING BREAK,attempted,0.0189
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SPRING BREAK,intentional,0.0582
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CPR,neutral,0.0003
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CPR,accidental,0.8951
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CPR,attempted,0.0021
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:CPR,intentional,0.3667
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTHER,neutral,0.0005
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTHER,accidental,0.3114
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTHER,attempted,0.0772
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:MOTHER,intentional,0.8583
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SEATBELT,neutral,0.0212
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SEATBELT,accidental,0.4581
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SEATBELT,attempted,0.1063
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:SEATBELT,intentional,0.7417
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:WET FLOOR,neutral,0.0002
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:WET FLOOR,accidental,0.1184
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:WET FLOOR,attempted,0.0012
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:WET FLOOR,intentional,0.1954
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TEENAGERS,neutral,0.013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TEENAGERS,accidental,0.3218
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TEENAGERS,attempted,0.0956
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:TEENAGERS,intentional,0.2012
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAPTOP,neutral,0.0017
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAPTOP,accidental,0.301
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAPTOP,attempted,0.0321
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:LAPTOP,intentional,0.1953
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Allergy,intentional,0.9989
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Allergy,accidental,0.972
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Poison,intentional,0.9967
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Poison,accidental,0.7922
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Sibling,intentional,0.0966
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Sibling,accidental,0.2382
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Parent,intentional,0.0976
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Parent,accidental,0.0866
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Dog,intentional,0.7868
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w1:Dog,accidental,0.7353
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:COFFEE,neutral,0.0948
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:COFFEE,accidental,0.9827
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:COFFEE,attempted,0.213
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:COFFEE,intentional,0.9887
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LAB,neutral,0.0007
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LAB,accidental,0.613
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LAB,attempted,0.0412
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LAB,intentional,0.3704
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:JELLYFISH,neutral,0.0068
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:JELLYFISH,accidental,0.7368
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:JELLYFISH,attempted,0.158
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:JELLYFISH,intentional,0.7451
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:BRIDGE,neutral,0.0013
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:BRIDGE,accidental,0.9737
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:BRIDGE,attempted,0.0066
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:BRIDGE,intentional,0.942
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:POOL,neutral,0.0322
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:POOL,accidental,0.8533
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:POOL,attempted,0.1094
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:POOL,intentional,0.7681
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MUSHROOMS,neutral,0.0189
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MUSHROOMS,accidental,0.923
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MUSHROOMS,attempted,0.124
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MUSHROOMS,intentional,0.948
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LATEX,neutral,0.0021
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LATEX,accidental,0.7872
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LATEX,attempted,0.0176
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:LATEX,intentional,0.7883
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MOTORBOAT,neutral,0.1109
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MOTORBOAT,accidental,0.943
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MOTORBOAT,attempted,0.4308
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:MOTORBOAT,intentional,0.8836
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:ASTHMA,neutral,0.1245
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:ASTHMA,accidental,0.7082
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:ASTHMA,attempted,0.2476
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:ASTHMA,intentional,0.5719
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:VITAMIN,neutral,0.0068
allenai/OLMo-2-1124-7B-Instruct,2,belief_cue,blame_w2:VITAMIN,accidental,0.7927
