story_id,source,scenario_id,scenario_group,condition,intent_label,outcome_label,word_count,text
YS2008-POPCORN-neutral,YS2008,POPCORN,POPCORN,neutral,innocent,no_harm,125,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a smoke detector responding to leftover smoke coming from the microwave where the Matt and his cousin burned popcorn. The situation in the kitchen is not dangerous. Matt believes that the noise is the smoke detector because they had just burned a bag of popcorn. He thinks going to the kitchen to turn off the beeping device is a very good idea. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and returns laughing, saying that the burnt popcorn had made the smoke alarm go off."
YS2008-POPCORN-accidental,YS2008,POPCORN,POPCORN,accidental,innocent,harm,118,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a carbon monoxide detector in the kitchen. Deadly carbon monoxide is escaping from the furnace under the kitchen. The kitchen is now dangerous. Matt believes that the noise is the smoke detector because they had just burned a bag of popcorn. He thinks going to the kitchen to turn off the beeping device is a very good idea. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and, while fidgeting with the device, passes out from carbon monoxide inhalation."
YS2008-POPCORN-attempted,YS2008,POPCORN,POPCORN,attempted,guilty,no_harm,128,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a smoke detector responding to leftover smoke coming from the microwave where the Matt and his cousin burned popcorn. The situation in the kitchen is not dangerous. Matt believes that the noise is a carbon monoxide detector because his carbon monoxide detector makes the same sound. He thinks going to the kitchen to turn off the beeping device could cause his cousin to pass out. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and returns laughing, saying that the burnt popcorn had made the smoke alarm go off."
YS2008-POPCORN-intentional,YS2008,POPCORN,POPCORN,intentional,guilty,harm,121,"Matt is babysitting at his cousin’s house. They’re eating popcorn. Suddenly they hear a loud beeping noise coming from the kitchen. Matt’s cousin gets up to investigate. The beeping noise is from a carbon monoxide detector in the kitchen. Deadly carbon monoxide is escaping from the furnace under the kitchen. The kitchen is now dangerous. Matt believes that the noise is a carbon monoxide detector because his carbon monoxide detector makes the same sound. He thinks going to the kitchen to turn off the beeping device could cause his cousin to pass out. Matt watches quietly while his cousin goes into the kitchen. His cousin goes into the kitchen and, while fidgeting with the device, passes out from carbon monoxide inhalation."
YS2008-VET-neutral,YS2008,VET,VET,neutral,innocent,no_harm,107,"Zach is a student working at a veterinarian’s office. His friend comes to visit him and sees cookies shaped like bones laying out in the worker’s lounge. His friend asks if he can eat one. One of Zach’s coworkers had baked the cookies for her birthday and had put them out for others to enjoy. They are delicious and safe to eat. Zach believes that the cookies are safe to eat, since they are out in the workers’ lounge where people normally put food to share. Zach invites his friend to eat a dog bone-shaped cookie. His friend enjoys the cookie and asks for a second one."
YS2008-VET-accidental,YS2008,VET,VET,accidental,innocent,harm,108,"Zach is a student working at a veterinarian’s office. His friend comes to visit him and sees cookies shaped like bones laying out in the worker’s lounge. His friend asks if he can eat one. One of Zach’s co-workers had put the cookies in the lounge by accident. They are used to put dogs to sleep, so they are poisonous to eat. Zach believes that the cookies are safe to eat, since they are out in the workers’ lounge where people normally put food to share. Zach invites his friend to eat a dog bone-shaped cookie. His friend breaks into a sweat after several bites and stops breathing."
YS2008-VET-attempted,YS2008,VET,VET,attempted,guilty,no_harm,109,"Zach is a student working at a veterinarian’s office. His friend comes to visit him and sees cookies shaped like bones laying out in the worker’s lounge. His friend asks if he can eat one. One of Zach’s coworkers had baked the cookies for her birthday and had put them out for others to enjoy. They are delicious and safe to eat. Zach believes that the cookies are poisonous, because they are the shape of the cookies the veterinarian uses with special chemicals to put dogs to sleep. Zach invites his friend to eat a dog bone-shaped cookie. His friend enjoys the cookie and asks for a second one."
YS2008-VET-intentional,YS2008,VET,VET,intentional,guilty,harm,110,"Zach is a student working at a veterinarian’s office. His friend comes to visit him and sees cookies shaped like bones laying out in the worker’s lounge. His friend asks if he can eat one. One of Zach’s co-workers had put the cookies in the lounge by accident. They are used to put dogs to sleep, so they are poisonous to eat. Zach believes that the cookies are poisonous, because they are the shape of the cookies the veterinarian uses with special chemicals to put dogs to sleep. Zach invites his friend to eat a dog bone-shaped cookie. His friend breaks into a sweat after several bites and stops breathing."
YS2008-CHAIRLIFT-neutral,YS2008,CHAIRLIFT,CHAIRLIFT,neutral,innocent,no_harm,127,"Zoe is on winter break. She is running a chair lift at a ski lodge. She has just taken over after lunch break and is starting her afternoon shift. The first passenger is a child. This afternoon, the chair lift is functioning perfectly normally and can safely carry passengers of any size up the side of the ski slope. Zoe believes that the ski lift is in good condition and is safe for anyone to ride, as usual. She saw her coworker had sent a group of children on the chairlift before lunch. Zoe starts the chairlift, and the child gets on. The child has a safe ride to the top of the ski slope, skis down the hill, and returns to the chairlift again and again."
YS2008-CHAIRLIFT-accidental,YS2008,CHAIRLIFT,CHAIRLIFT,accidental,innocent,harm,121,"Zoe is on winter break. She is running a chair lift at a ski lodge. She has just taken over after lunch break and is starting her afternoon shift. The first passenger is a child. This afternoon, a problem with the electricity is making the old chairs bounce violently, making the lift dangerous for small passengers. Zoe believes that the ski lift is in good condition and is safe for anyone to ride, as usual. She saw her coworker had sent a group of children on the chairlift before lunch. Zoe starts the chairlift, and the child gets on. About half way through the ride the chairlift makes a massive jolt and sends the child falling 100 feet to her death."
YS2008-CHAIRLIFT-attempted,YS2008,CHAIRLIFT,CHAIRLIFT,attempted,guilty,no_harm,121,"Zoe is on winter break. She is running a chair lift at a ski lodge. She has just taken over after lunch break and is starting her afternoon shift. The first passenger is a child. This afternoon, the chair lift is functioning perfectly normally and can safely carry passengers of any size up the side of the ski slope. Zoe believes that the ski lift is in bad condition and is unsafe for children in particular since her supervisor told her that it was malfunctioning before lunch. Zoe starts the chairlift, and the child gets on. The child has a safe ride to the top of the ski slope, skis down the hill, and returns to the chairlift again and again."
YS2008-CHAIRLIFT-intentional,YS2008,CHAIRLIFT,CHAIRLIFT,intentional,guilty,harm,115,"Zoe is on winter break. She is running a chair lift at a ski lodge. She has just taken over after lunch break and is starting her afternoon shift. The first passenger is a child. This afternoon, a problem with the electricity is making the old chairs bounce violently, making the lift dangerous for small passengers. Zoe believes that the ski lift is in bad condition and is unsafe for children in particular since her supervisor told her that it was malfunctioning before lunch. Zoe starts the chairlift, and the child gets on. About half way through the ride the chairlift makes a massive jolt and sends the child falling 100 feet to her death."
YS2008-SAFETY TOWN-neutral,YS2008,SAFETY TOWN,SAFETY TOWN,neutral,innocent,no_harm,125,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has very strong lungs and is also used to second-hand smoke, so he will be comfortable going into the Safety Town smoking house. Sam believes that the boy is familiar with smoky environments, since both of the boy’s parents are smokers. So, Sam thinks the boy should be just fine participating at Safety Town. Sam watches the boy go into the Safety Town smoking house. The boy comes out smiling because he has learned what to do in case of a fire."
YS2008-SAFETY TOWN-accidental,YS2008,SAFETY TOWN,SAFETY TOWN,accidental,innocent,harm,125,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has asthma, which makes his lungs close up around smoke, so he will not be able to breathe if he goes into the Safety Town smoking house. Sam believes that the boy is familiar with smoky environments, since both of the boy’s parents are smokers. So, Sam thinks the boy should be just fine participating at Safety Town. Sam watches the boy go into the Safety Town smoking house. The boy has a severe asthma attack inside and starts having a seizure."
YS2008-SAFETY TOWN-attempted,YS2008,SAFETY TOWN,SAFETY TOWN,attempted,guilty,no_harm,131,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has very strong lungs and is also used to second-hand smoke, so he will be comfortable going into the Safety Town smoking house. Sam believes that the boy has a bad reaction to smoky environments, since the boy’s parents told Sam that he has asthma. So, Sam thinks that it is dangerous for the boy to participate at Safety town. Sam watches the boy go into the Safety Town smoking house. The boy comes out smiling because he has learned what to do in case of a fire."
YS2008-SAFETY TOWN-intentional,YS2008,SAFETY TOWN,SAFETY TOWN,intentional,guilty,harm,131,"Sam is babysitting a preschool boy. His job is to watch the boy at Safety Town, a class designed to help children know what to do in a fire. Today the children will go into a fake house full of smoke. The boy has asthma, which makes his lungs close up around smoke, so he will not be able to breathe if he goes into the Safety Town smoking house. Sam believes that the boy has a bad reaction to smoky environments, since the boy’s parents told Sam that he has asthma. So, Sam thinks that it is dangerous for the boy to participate at Safety town. Sam watches the boy go into the Safety Town smoking house. The boy has a severe asthma attack inside and starts having a seizure."
YS2008-MALARIA POND-neutral,YS2008,MALARIA POND,MALARIA POND,neutral,innocent,no_harm,107,"Peter is travelling in Africa with a friend. His friend sees a pond and wants to go wading in it because it is very hot. His friend begins to walk toward the pond. The pond is a good place for tourists. It does not contain any disease-carrying organisms. The water is unusually clean, so it is safe to wade in. Peter believes that it is safe to wade in the pond because other tourists around them are doing it too and are obviously having fun. Peter encourages his friend to wade in the pond. His friend loves the cool water and has a great time splashing around."
YS2008-MALARIA POND-accidental,YS2008,MALARIA POND,MALARIA POND,accidental,innocent,harm,101,"Peter is travelling in Africa with a friend. His friend sees a pond and wants to go wading in it because it is very hot. His friend begins to walk toward the pond. Malarial mosquitoes actually live in the pond. A single bite is enough to create an infection, so the pond is unsafe to wade in. Peter believes that it is safe to wade in the pond because other tourists around them are doing it too and are obviously having fun. Peter encourages his friend to wade in the pond. His friend is bitten by several mosquitoes and contracts malaria."
YS2008-MALARIA POND-attempted,YS2008,MALARIA POND,MALARIA POND,attempted,guilty,no_harm,105,"Peter is travelling in Africa with a friend. His friend sees a pond and wants to go wading in it because it is very hot. His friend begins to walk toward the pond. The pond is a good place for tourists. It does not contain any disease-carrying organisms. The water is unusually clean, so it is safe to wade in. Peter believes that it is unsafe to wade in the pond because Africa is known for malarial mosquitoes, and mosquitoes congregate around water. Peter encourages his friend to wade in the pond. His friend loves the cool water and has a great time splashing around."
YS2008-MALARIA POND-intentional,YS2008,MALARIA POND,MALARIA POND,intentional,guilty,harm,99,"Peter is travelling in Africa with a friend. His friend sees a pond and wants to go wading in it because it is very hot. His friend begins to walk toward the pond. Malarial mosquitoes actually live in the pond. A single bite is enough to create an infection, so the pond is unsafe to wade in. Peter believes that it is unsafe to wade in the pond because Africa is known for malarial mosquitoes, and mosquitoes congregate around water. Peter encourages his friend to wade in the pond. His friend is bitten by several mosquitoes and contracts malaria."
YS2008-HUNT-neutral,YS2008,HUNT,HUNT,neutral,innocent,no_harm,115,"Mike and his friend are hunting a stag in the woods on Mike’s property. They see something brown moving ahead of them. Mike’s friend raises his gun, about to shoot. The thing moving ahead of them is the large wounded stag. It is already close to death. Shooting it would be the culmination of the hunt. Because Mike is hunting on his own property and recognizes the shade of brown he sees, Mike believes that they are looking at the stag they have been chasing. He believes that one good shot will complete the hunt. Mike does not stop his friend from shooting. They walk over and bring home the stag they have just shot."
YS2008-HUNT-accidental,YS2008,HUNT,HUNT,accidental,innocent,harm,115,"Mike and his friend are hunting a stag in the woods on Mike’s property. They see something brown moving ahead of them. Mike’s friend raises his gun, about to shoot. The thing moving ahead of them is a trespassing hunter on Mike’s property who does not see them. One shot might kill the trespasser. Because Mike is hunting on his own property and recognizes the shade of brown he sees, Mike believes that they are looking at the stag they have been chasing. He believes that one good shot will complete the hunt. Mike does not stop his friend from shooting. They walk over and find that they have shot a man in the head."
YS2008-HUNT-attempted,YS2008,HUNT,HUNT,attempted,guilty,no_harm,117,"Mike and his friend are hunting a stag in the woods on Mike’s property. They see something brown moving ahead of them. Mike’s friend raises his gun, about to shoot. The thing moving ahead of them is the large wounded stag. It is already close to death. Shooting it would be the culmination of the hunt. Because Mike had just seen a man in a brown coat pass by them, he suspects that the moving brown thing they are looking at is actually a person. He believes that if his friend shoots he might injure that stranger. Mike does not stop his friend from shooting. They walk over and bring home the stag they have just shot."
YS2008-HUNT-intentional,YS2008,HUNT,HUNT,intentional,guilty,harm,117,"Mike and his friend are hunting a stag in the woods on Mike’s property. They see something brown moving ahead of them. Mike’s friend raises his gun, about to shoot. The thing moving ahead of them is a trespassing hunter on Mike’s property who does not see them. One shot might kill the trespasser. Because Mike had just seen a man in a brown coat pass by them, he suspects that the moving brown thing they are looking at is actually a person. He believes that if his friend shoots he might injure that stranger. Mike does not stop his friend from shooting. They walk over and find that they have shot a man in the head."
YS2008-SPINACH-neutral,YS2008,SPINACH,SPINACH,neutral,innocent,no_harm,98,"Will is grocery shopping for his grandmother who adores spinach. Recently there had been incidents of E. coli contamination of bagged spinach leading to a recall of all bagged spinach. Bagged spinach has been restocked at many markets. It is 100% safe to eat and no longer contaminated with E. coli. At the market, Will sees that bagged spinach is being carried again. He believes that it’s perfectly safe now because of some official-looking information by the spinach. Will buys his grandmother bagged spinach. His grandmother cooks some for dinner that evening. The meal is healthy and delicious."
YS2008-SPINACH-accidental,YS2008,SPINACH,SPINACH,accidental,innocent,harm,99,"Will is grocery shopping for his grandmother who adores spinach. Recently there had been incidents of E. coli contamination of bagged spinach leading to a recall of all bagged spinach. Bagged spinach has been restocked at many markets. But some inspections aren’t thorough and contaminated batches are still being missed. At the market, Will sees that bagged spinach is being carried again. He believes that it’s perfectly safe now because of some official-looking information by the spinach. Will buys his grandmother bagged spinach. His grandmother cooks some for dinner that evening and ends up in the hospital, violently ill."
YS2008-SPINACH-attempted,YS2008,SPINACH,SPINACH,attempted,guilty,no_harm,102,"Will is grocery shopping for his grandmother who adores spinach. Recently there had been incidents of E. coli contamination of bagged spinach leading to a recall of all bagged spinach. Bagged spinach has been restocked at many markets. It is 100% safe to eat and no longer contaminated with E. coli. At the market, Will sees that bagged spinach is being carried again. He believes that bagged spinach may still be contaminated because of an incident just that day in his town. Will buys his grandmother bagged spinach. His grandmother cooks some for dinner that evening. The meal is healthy and delicious."
YS2008-SPINACH-intentional,YS2008,SPINACH,SPINACH,intentional,guilty,harm,103,"Will is grocery shopping for his grandmother who adores spinach. Recently there had been incidents of E. coli contamination of bagged spinach leading to a recall of all bagged spinach. Bagged spinach has been restocked at many markets. But some inspections aren’t thorough and contaminated batches are still being missed. At the market, Will sees that bagged spinach is being carried again. He believes that bagged spinach may still be contaminated because of an incident just that day in his town. Will buys his grandmother bagged spinach. His grandmother cooks some for dinner that evening and ends up in the hospital, violently ill."
YS2008-PEANUT ALLERGY-neutral,YS2008,PEANUT ALLERGY,PEANUT ALLERGY,neutral,innocent,no_harm,113,"Susan teaches first grade. She is reviewing the student health forms to see who has food allergies, so she can assign classrooms appropriately. One of the students is missing a form. The student used to have a peanut allergy but has outgrown it. So, now, she is completely fine being around peanuts and even eating food that contains peanuts. Susan calls the student’s home to find out whether she has any allergies and talks to the student’s brother. Susan believes that the student is allergy-free. Susan puts the student in the classroom for people with no food allergies. The student sits next to someone eating and peanut butter sandwich and is totally fine."
YS2008-PEANUT ALLERGY-accidental,YS2008,PEANUT ALLERGY,PEANUT ALLERGY,accidental,innocent,harm,118,"Susan teaches first grade. She is reviewing the student health forms to see who has food allergies, so she can assign classrooms appropriately. One of the students is missing a form. The student didn’t use to have a peanut allergy but has developed a severe one. So, now, even when she’s in a room where someone’s eating peanuts, she goes into shock. Susan calls the student’s home to find out whether she has any allergies and talks to the student’s brother. Susan believes that the student is allergy-free. Susan puts the student in the classroom for people with no food allergies. The student sits next to someone eating a peanut butter sandwich and soon is gasping for air."
YS2008-PEANUT ALLERGY-attempted,YS2008,PEANUT ALLERGY,PEANUT ALLERGY,attempted,guilty,no_harm,115,"Susan teaches first grade. She is reviewing the student health forms to see who has food allergies, so she can assign classrooms appropriately. One of the students is missing a form. The student used to have a peanut allergy but has outgrown it. So, now, she is completely fine being around peanuts and even eating food that contains peanuts. Susan calls the student’s home to find out whether she has any allergies and talks to the student’s brother. Susan believes that the student is allergic to peanuts. Susan puts the student in the classroom for people with no food allergies. The student sits next to someone eating and peanut butter sandwich and is totally fine."
YS2008-PEANUT ALLERGY-intentional,YS2008,PEANUT ALLERGY,PEANUT ALLERGY,intentional,guilty,harm,120,"Susan teaches first grade. She is reviewing the student health forms to see who has food allergies, so she can assign classrooms appropriately. One of the students is missing a form. The student didn’t use to have a peanut allergy but has developed a severe one. So, now, even when she’s in a room where someone’s eating peanuts, she goes into shock. Susan calls the student’s home to find out whether she has any allergies and talks to the student’s brother. Susan believes that the student is allergic to peanuts. Susan puts the student in the classroom for people with no food allergies. The student sits next to someone eating a peanut butter sandwich and soon is gasping for air."
YS2008-ALARM-neutral,YS2008,ALARM,ALARM,neutral,innocent,no_harm,114,"Bill is house sitting for some neighbors over Columbus Day weekend. He is stepping out the door, late for a lunch meeting with a friend, when the fire alarm goes off. The alarm is old and defective and goes off for no reason during the day but does turn off by itself after several minutes. The alarm needs to be replaced. Bill remembers the neighbors’ saying something about their alarm. He believes that the alarm is faulty and goes off randomly but will turn off by itself after 5-10 minutes. Bill leaves the house to meet his friend. While he is gone, the alarm turns itself off and doesn’t act up again all weekend."
YS2008-ALARM-accidental,YS2008,ALARM,ALARM,accidental,innocent,harm,110,"Bill is house sitting for some neighbors over Columbus Day weekend. He is stepping out the door, late for a lunch meeting with a friend, when the fire alarm goes off. The alarm is very accurate and detects dangerous levels of heat. The alarm was purchased to prevent fires due to overheating in the basement. Bill remembers the neighbors’ saying something about their alarm. He believes that the alarm is faulty and goes off randomly but will turn off by itself after 5-10 minutes. Bill leaves the house to meet his friend. While he is gone, the alarm keeps sounding and a fire starts in the basement of the house."
YS2008-ALARM-attempted,YS2008,ALARM,ALARM,attempted,guilty,no_harm,111,"Bill is house sitting for some neighbors over Columbus Day weekend. He is stepping out the door, late for a lunch meeting with a friend, when the fire alarm goes off. The alarm is old and defective and goes off for no reason during the day but does turn off by itself after several minutes. The alarm needs to be replaced. Bill remembers the neighbors’ saying something about their alarm. He believes that the alarm goes off when their old heating system in the basement dangerously overheats. Bill leaves the house to meet his friend. While he is gone, the alarm turns itself off and doesn’t act up again all weekend."
YS2008-ALARM-intentional,YS2008,ALARM,ALARM,intentional,guilty,harm,107,"Bill is house sitting for some neighbors over Columbus Day weekend. He is stepping out the door, late for a lunch meeting with a friend, when the fire alarm goes off. The alarm is very accurate and detects dangerous levels of heat. The alarm was purchased to prevent fires due to overheating in the basement. Bill remembers the neighbors’ saying something about their alarm. He believes that the alarm goes off when their old heating system in the basement dangerously overheats. Bill leaves the house to meet his friend. While he is gone, the alarm keeps sounding and a fire starts in the basement of the house."
YS2008-SAFETY CORD-neutral,YS2008,SAFETY CORD,SAFETY CORD,neutral,innocent,no_harm,100,"Kristin works at a rock-climbing shop. She is unpacking some equipment when a customer walks in, looking for a safety cord. The safety cords from the new company are incredibly well made. They come with a lifetime guarantee and work very well for expert rock-climbers. Kristin sees that the equipment is from a new company that a rock-climbing friend of hers finds really reliable. So, Kristin believes that their safety cords are solid. Kristin sells the customer one of the new safety cords. The safety cord serves the customer well on his next rock-climbing expedition. The customer is very pleased."
YS2008-SAFETY CORD-accidental,YS2008,SAFETY CORD,SAFETY CORD,accidental,innocent,harm,98,"Kristin works at a rock-climbing shop. She is unpacking some equipment when a customer walks in, looking for a safety cord. The safety cords from the new company are about to be recalled. They won’t hold anyone who is rock-climbing for longer than 20 minutes. Kristin sees that the equipment is from a new company that a rock-climbing friend of hers finds really reliable. So, Kristin believes that their safety cords are solid. Kristin sells the customer one of the new safety cords. The safety cord snaps during the customer’s next rock-climbing expedition. The customer falls 50 meters."
YS2008-SAFETY CORD-attempted,YS2008,SAFETY CORD,SAFETY CORD,attempted,guilty,no_harm,100,"Kristin works at a rock-climbing shop. She is unpacking some equipment when a customer walks in, looking for a safety cord. The safety cords from the new company are incredibly well made. They come with a lifetime guarantee and work very well for expert rock-climbers. Kristin sees that the equipment is from a new company that a rock-climbing friend of hers finds really unreliable. So, Kristin believes that their safety cords are untrustworthy. Kristin sells the customer one of the new safety cords. The safety cord serves the customer well on his next rock-climbing expedition. The customer is very pleased."
YS2008-SAFETY CORD-intentional,YS2008,SAFETY CORD,SAFETY CORD,intentional,guilty,harm,98,"Kristin works at a rock-climbing shop. She is unpacking some equipment when a customer walks in, looking for a safety cord. The safety cords from the new company are about to be recalled. They won’t hold anyone who is rock-climbing for longer than 20 minutes. Kristin sees that the equipment is from a new company that a rock-climbing friend of hers finds really unreliable. So, Kristin believes that their safety cords are untrustworthy. Kristin sells the customer one of the new safety cords. The safety cord snaps during the customer’s next rock-climbing expedition. The customer falls 50 meters."
YS2008-ZOO-neutral,YS2008,ZOO,ZOO,neutral,innocent,no_harm,110,"Ryan is at the zoo with his nephew. They are watching the dolphin show when the nephew complains that his stomach hurts. Ryan’s nephew is really fine. His stomach sometimes hurts when he eats too much junk food like that day, but he usually feels a lot better after an hour or so. Ryan believes that his nephew’s stomach hurts because he ate too much cotton candy and fried dough that afternoon. Ryan thinks his nephew just needs to walk it off. Ryan takes his nephew to see the monkeys next. His nephew starts feeling better in no time. They end up seeing nearly all the exhibits at the zoo."
YS2008-ZOO-accidental,YS2008,ZOO,ZOO,accidental,innocent,harm,95,"Ryan is at the zoo with his nephew. They are watching the dolphin show when the nephew complains that his stomach hurts. Ryan’s nephew is really sick. After his recent operation, his doctors had warned that stomach pain could indicate really serious complications. Ryan believes that his nephew’s stomach hurts because he ate too much cotton candy and fried dough that afternoon. Ryan thinks his nephew just needs to walk it off. Ryan takes his nephew to see the monkeys next. His nephew starts feeling worse and soon blacks out because of severe internal bleeding."
YS2008-ZOO-attempted,YS2008,ZOO,ZOO,attempted,guilty,no_harm,107,"Ryan is at the zoo with his nephew. They are watching the dolphin show when the nephew complains that his stomach hurts. Ryan’s nephew is really fine. His stomach sometimes hurts when he eats too much junk food like that day, but he usually feels a lot better after an hour or so. Ryan believes that his nephew’s stomach hurts because of a major operation he’d had several weeks ago. Ryan thinks that his nephew needs medical attention immediately. Ryan takes his nephew to see the monkeys next. His nephew starts feeling better in no time. They end up seeing nearly all the exhibits at the zoo."
YS2008-ZOO-intentional,YS2008,ZOO,ZOO,intentional,guilty,harm,92,"Ryan is at the zoo with his nephew. They are watching the dolphin show when the nephew complains that his stomach hurts. Ryan’s nephew is really sick. After his recent operation, his doctors had warned that stomach pain could indicate really serious complications. Ryan believes that his nephew’s stomach hurts because of a major operation he’d had several weeks ago. Ryan thinks that his nephew needs medical attention immediately. Ryan takes his nephew to see the monkeys next. His nephew starts feeling worse and soon blacks out because of severe internal bleeding."
YS2008-BAR-neutral,YS2008,BAR,BAR,neutral,innocent,no_harm,109,"Kevin is at a bar one night when he sees his sister sitting at the next table. His sister is laughing and drinking and seems to be having a good time. Kevin’s sister is drinking her first drink and doesn’t plan to drink anything else that night so that she can drive herself home safely. Kevin’s sister is very responsible, so Kevin believes that his sister will be sure to stay sober enough to safely drive herself home. Kevin pays his bill and leaves the bar without talking to his sister. His sister decides to leave soon after. She drives herself home safely and goes to right to bed."
YS2008-BAR-accidental,YS2008,BAR,BAR,accidental,innocent,harm,109,"Kevin is at a bar one night when he sees his sister sitting at the next table. His sister is laughing and drinking and seems to be having a good time. Kevin’s sister is drinking her 5th drink and plans on driving herself home even though she is drunk and will be dangerous on the road. Kevin’s sister is very responsible, so Kevin believes that his sister will be sure to stay sober enough to safely drive herself home. Kevin pays his bill and leaves the bar without talking to his sister. His sister decides to leave soon after. She drives into a concrete divide and snaps her spine."
YS2008-BAR-attempted,YS2008,BAR,BAR,attempted,guilty,no_harm,114,"Kevin is at a bar one night when he sees his sister sitting at the next table. His sister is laughing and drinking and seems to be having a good time. Kevin’s sister is drinking her first drink and doesn’t plan to drink anything else that night so that she can drive herself home safely. Kevin’s sister loves to party hard, so Kevin believes that his sister is drunk, as usual, and will be in no shape at all to drive herself home. Kevin pays his bill and leaves the bar without talking to his sister. His sister decides to leave soon after. She drives herself home safely and goes to right to bed."
YS2008-BAR-intentional,YS2008,BAR,BAR,intentional,guilty,harm,114,"Kevin is at a bar one night when he sees his sister sitting at the next table. His sister is laughing and drinking and seems to be having a good time. Kevin’s sister is drinking her 5th drink and plans on driving herself home even though she is drunk and will be dangerous on the road. Kevin’s sister loves to party hard, so Kevin believes that his sister is drunk, as usual, and will be in no shape at all to drive herself home. Kevin pays his bill and leaves the bar without talking to his sister. His sister decides to leave soon after. She drives into a concrete divide and snaps her spine."
YS2008-SUSHI-neutral,YS2008,SUSHI,SUSHI,neutral,innocent,no_harm,101,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner takes great care to ensure the freshness of all the fish prepared sushi-style. Everything exceeds health standards. The tuna is a specialty. Mitch believes the tuna is especially excellent, after hearing his friend rave about it. Mitch thinks anyone who likes tuna should order the tuna here. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up finding it quite good."
YS2008-SUSHI-accidental,YS2008,SUSHI,SUSHI,accidental,innocent,harm,105,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner has purchased some of his fish at cheap but disreputable fish markets to save money. Some batches of fish, usually the tuna, have parasites. Mitch believes the tuna is especially excellent, after hearing his friend rave about it. Mitch thinks anyone who likes tuna should order the tuna here. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up getting a nasty strain of parasites."
YS2008-SUSHI-attempted,YS2008,SUSHI,SUSHI,attempted,guilty,no_harm,102,Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner takes great care to ensure the freshness of all the fish prepared sushi-style. Everything exceeds health standards. The tuna is a specialty. Mitch believes that the tuna isn’t very fresh after hearing his friend complain about it. Mitch thinks everyone should avoid the tuna in case of parasites. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up finding it quite good.
YS2008-SUSHI-intentional,YS2008,SUSHI,SUSHI,intentional,guilty,harm,106,"Mitch and his colleagues are at a new sushi restaurant close to their office. Mitch happens to know the owner of the restaurant through a mutual friend. The restaurant owner has purchased some of his fish at cheap but disreputable fish markets to save money. Some batches of fish, usually the tuna, have parasites. Mitch believes that the tuna isn’t very fresh after hearing his friend complain about it. Mitch thinks everyone should avoid the tuna in case of parasites. Mitch recommends the tuna to his colleagues at the table. One of his colleagues orders the tuna and ends up getting a nasty strain of parasites."
YS2008-CAYO-neutral,YS2008,CAYO,CAYO,neutral,innocent,no_harm,109,"Haley and her assistant are studying primate cognition on an island off Puerto Rico. The monkeys there roam around freely. The assistant is in charge of handling the monkeys. The monkeys carry some diseases that can be transmitted to birds, but they don’t carry any diseases that could be transmitted to humans. Haley talks to the knowledgeable natives on the island at length about the monkeys. She believes that the monkeys are free of diseases that may be dangerous to humans. Haley tells her research assistant to not bother with protective gear. Her research assistant takes her advice. She leaves the island totally healthy and disease-free a month later."
YS2008-CAYO-accidental,YS2008,CAYO,CAYO,accidental,innocent,harm,108,Haley and her assistant are studying primate cognition on an island off Puerto Rico. The monkeys there roam around freely. The assistant is in charge of handling the monkeys. The monkeys carry some rare and deadly diseases that can be transmitted to humans by bites or even minor scratches. Haley talks to the knowledgeable natives on the island at length about the monkeys. She believes that the monkeys are free of diseases that may be dangerous to humans. Haley tells her research assistant to not bother with protective gear. Her research assistant takes her advice. She gets scratched by a monkey and contracts a deadly strain of Herpes.
